id,offense,total,white,black,american_indian,asian,year
6409527,Curfew and loitering law violations,44802,23640,20010,530,620,2015
2202207,Murder and nonnegligent manslaughter,10231,4620,5350,120,140,2013
3956318,Forcible rape,16863,,,,,2013
8797815,Robbery,94406,39330,53460,690,930,2013
9929880,Aggravated assault,358860,225710,121630,5500,6020,2013
6788315,Burglary,252629,170660,76430,2490,3050,2013
6817032,Larceny-theft,1231580,842030,352760,20340,16460,2013
9418054,Motor vehicle theft,64566,43010,19650,850,1050,2013
8028409,Arson,10509,7780,2430,160,140,2013
5182090,Other assaults,1097741,715320,351710,17740,12970,2013
442008,Forgery and counterfeiting,60969,39300,20410,360,900,2013
5678370,Fraud,143528,94760,45850,1440,1480,2013
4571716,Embezzlement,15730,9900,5440,110,280,2013
7425590,Stolen property (buying or receiving or possessing),92691,62390,28270,860,1170,2013
4218868,Vandalism,201168,142350,52910,3710,2200,2013
4441131,Weapons (carrying or possessing or etc.),137779,80250,54730,1100,1700,2013
7677085,Prostitution and commercialized vice,48620,26260,20170,450,1740,2013
3714093,Sex offenses (except forcible rape and prostitution),57925,,,,,2013
5297758,Drug abuse violations,1501043,1016730,454930,11870,17520,2013
239114,Gambling,6024,1760,3950,30,280,2013
2479873,Offenses against family and children,101247,66040,32700,1860,660,2013
1382159,Driving under the influence,1166824,981930,145680,16290,22930,2013
3323785,Liquor laws,354872,285760,50900,13290,4920,2013
9070851,Drunkenness,443527,358800,70560,9190,4990,2013
2590574,Disorderly conduct,467993,291850,162410,10070,3660,2013
9836328,Vagrancy,25755,16350,8400,710,300,2013
2949833,All other offenses,3282651,2203830,987880,55950,34990,2013
6934744,Curfew and loitering law violations,56371,29530,25310,740,780,2013
398088,Murder and nonnegligent manslaughter,11788,5270,6210,140,170,2016
653988,Forcible rape,23632,,,,,2016
4213080,Robbery,95754,41550,52180,830,1190,2016
5131078,Aggravated assault,383977,241010,127860,8030,7080,2016
3807408,Burglary,207325,141850,60440,2030,3000,2016
5390252,Larceny-theft,1050058,724410,291310,18810,15520,2016
4696428,Motor vehicle theft,86088,56770,26480,1290,1550,2016
2339557,Arson,9812,7070,2290,280,180,2016
9744054,Other assaults,1078808,703860,338470,19600,16880,2016
6769365,Forgery and counterfeiting,56661,37130,18080,370,1080,2016
1546430,Fraud,128531,86100,39190,1580,1660,2016
4271005,Embezzlement,15937,9790,5710,130,310,2016
2814232,Stolen property (buying or receiving or possessing),93981,60320,31360,1110,1190,2016
9884539,Vandalism,195951,133960,55010,4260,2730,2016
5882201,Weapons (carrying or possessing or etc.),156777,87660,65540,1430,2150,2016
5295397,Prostitution and commercialized vice,38306,21250,14520,150,2380,2016
878839,Sex offenses (except forcible rape and prostitution),51063,,,,,2016
8789780,Drug abuse violations,1572579,1116060,420300,16130,20080,2016
6905196,Gambling,3705,1670,1790,10,230,2016
2864387,Offenses against family and children,88748,59540,25860,2640,710,2016
7981064,Driving under the influence,1017808,836230,138870,18750,23960,2016
439605,Liquor laws,234899,186030,33970,10770,4130,2016
8107606,Drunkenness,376433,287800,55280,28990,4370,2016
4775047,Disorderly conduct,369733,234170,119040,12820,3700,2016
9061491,Vagrancy,24851,16390,7630,520,310,2016
2317272,All other offenses,3254871,2251070,893020,64240,46550,2016
3377546,Curfew and loitering law violations,34176,19230,13920,540,480,2016
1362493,Murder and nonnegligent manslaughter,12208,5400,6480,140,190,2017
201247,Forcible rape,23436,,,,,2017
2289422,Robbery,94046,40960,51030,870,1190,2017
6512071,Aggravated assault,388927,241470,130330,9670,7460,2017
9562650,Burglary,199266,134570,59460,2530,2710,2017
2752868,Larceny-theft,950357,643190,276800,16990,13380,2017
9234820,Motor vehicle theft,91023,60050,27650,1690,1640,2017
3674461,Arson,9111,6490,2300,140,170,2017
3452372,Other assaults,1062370,689800,333910,22030,16630,2017
9650198,Forgery and counterfeiting,55604,36200,17990,500,910,2017
817110,Fraud,124232,82700,38250,1630,1650,2017
4670103,Embezzlement,15967,9550,6010,120,280,2017
6352695,Stolen property (buying or receiving or possessing),98660,62690,33020,1330,1610,2017
7432799,Vandalism,188350,128830,52740,4210,2570,2017
406302,Weapons (carrying or possessing or etc.),164984,88660,72360,1750,2220,2017
5565691,Prostitution and commercialized vice,36247,20300,13620,150,2180,2017
2871965,Sex offenses (except forcible rape and prostitution),48525,,,,,2017
8076970,Drug abuse violations,1632921,1149750,442930,19450,20800,2017
8600931,Gambling,3237,1240,1680,30,290,2017
2139355,Offenses against family and children,94062,61600,26390,5340,730,2017
5369156,Driving under the influence,990678,809410,138410,20910,21950,2017
594593,Liquor laws,207332,162030,29140,12790,3370,2017
6062645,Drunkenness,366824,271190,52320,39020,4300,2017
924712,Disorderly conduct,353151,222080,112390,15270,3410,2017
8233653,Vagrancy,23321,15940,6510,600,280,2017
3542737,All other offenses,3290015,2266440,907700,75070,40810,2017
3447207,Curfew and loitering law violations,30131,16880,12220,540,500,2017
2199744,Murder and nonnegligent manslaughter,11075,5290,5520,140,140,2012
5106333,Forcible rape,18098,11660,5880,280,280,2012
6080990,Robbery,103661,44270,57250,810,1340,2012
1100667,Aggravated assault,388362,243390,132470,5740,6770,2012
7171764,Burglary,283582,190150,87150,2580,3700,2012
8707778,Larceny-theft,1282352,870090,372380,19340,20560,2012
7020226,Motor vehicle theft,68845,45470,21080,860,1440,2012
5886748,Arson,11433,8360,2750,170,150,2012
9822669,Other assaults,1199476,783320,381220,18090,16850,2012
292952,Forgery and counterfeiting,67046,43870,21900,340,950,2012
8425595,Fraud,153535,102160,48330,1430,1620,2012
5021218,Embezzlement,16023,10380,5240,90,310,2012
2404014,Stolen property (buying or receiving or possessing),97670,64690,30780,810,1390,2012
5917724,Vandalism,228463,163870,58000,3810,2790,2012
2768173,Weapons (carrying or possessing or etc.),149286,86240,59910,1050,2100,2012
7111335,Prostitution and commercialized vice,56575,30220,24080,310,1970,2012
2409390,Sex offenses (except forcible rape and prostitution),68355,49350,16870,840,1300,2012
9681105,Drug abuse violations,1552432,1040990,482400,11100,17940,2012
363882,Gambling,7868,2270,5200,40,360,2012
8733156,Offenses against family and children,107018,70100,33940,2200,780,2012
8001923,Driving under the influence,1282957,1081950,154620,17530,28860,2012
9898097,Liquor laws,441532,357750,62080,15030,6670,2012
6894878,Drunkenness,511271,416360,80310,9200,5400,2012
826834,Disorderly conduct,543995,339070,189920,10190,4810,2012
8337644,Vagrancy,27003,16390,9720,630,260,2012
2761571,All other offenses,3448856,2300050,1043870,53470,51470,2012
9177803,Curfew and loitering law violations,70190,40080,27840,1070,1200,2012
2949735,Murder and nonnegligent manslaughter,11970,5280,6380,140,160,2018
5000863,Forcible rape,25205,,,,,2018
9467586,Robbery,88128,38300,47750,890,1190,2018
1024891,Aggravated assault,395800,245050,133330,8940,8480,2018
4999503,Burglary,178611,121570,52610,2110,2330,2018
855538,Larceny-theft,887622,593730,266460,15880,11550,2018
7007103,Motor vehicle theft,91676,59130,29640,1530,1370,2018
38083,Arson,9387,6670,2350,190,180,2018
5403966,Other assaults,1063535,685120,340410,21020,16980,2018
3017069,Forgery and counterfeiting,50072,33370,15450,440,810,2018
9868054,Fraud,119951,78400,38000,1900,1650,2018
482934,Embezzlement,14765,9150,5230,160,230,2018
1972034,Stolen property (buying or receiving or possessing),93161,58880,31570,1170,1540,2018
7361806,Vandalism,179828,121640,51880,3930,2380,2018
9745221,Weapons (carrying or possessing or etc.),168403,91650,72940,1460,2360,2018
7008261,Prostitution and commercialized vice,31147,17130,12070,130,1820,2018
6609499,Sex offenses (except forcible rape and prostitution),46937,,,,,2018
3016957,Drug abuse violations,1654282,1167900,446470,18970,20940,2018
3021433,Gambling,3323,1350,1610,10,350,2018
8909073,Offenses against family and children,87475,58950,25190,2580,760,2018
7925931,Driving under the influence,1001329,812760,147760,17880,22930,2018
6611475,Liquor laws,173152,135730,25260,9400,2760,2018
1262084,Drunkenness,328772,252360,49390,22760,4260,2018
4874528,Disorderly conduct,329152,209800,103480,12930,2940,2018
6393613,Vagrancy,23546,16730,5820,630,370,2018
7718902,All other offenses,3231700,2231960,887940,72850,38950,2018
8255972,Curfew and loitering law violations,22031,12340,9030,360,310,2018
3719239,Murder and nonnegligent manslaughter,10832,5210,5350,140,130,2011
5166742,Forcible rape,19491,12770,6200,240,280,2011
8886010,Robbery,106674,45730,59000,810,1140,2011
8239019,Aggravated assault,397707,253580,133230,6040,4870,2011
7465444,Burglary,296707,197920,93380,2750,2650,2011
5928853,Larceny-theft,1264986,867830,359700,19420,18040,2011
5916519,Motor vehicle theft,66414,42420,22180,870,940,2011
3853413,Arson,11776,8470,3020,140,140,2011
9325154,Other assaults,1241722,816220,390590,19760,15150,2011
3208746,Forgery and counterfeiting,70211,46170,22790,380,870,2011
6666999,Fraud,168217,111780,53410,1480,1540,2011
9123233,Embezzlement,16190,10640,5180,80,290,2011
625577,Stolen property (buying or receiving or possessing),93234,61870,29790,720,860,2011
2489893,Vandalism,237638,173190,57740,3980,2730,2011
9512518,Weapons (carrying or possessing or etc.),153519,89340,61480,1150,1550,2011
2268650,Prostitution and commercialized vice,57345,30660,24740,340,1610,2011
7527705,Sex offenses (except forcible rape and prostitution),69225,50130,17180,940,970,2011
7135633,Drug abuse violations,1531251,1025250,481430,10960,13610,2011
5852440,Gambling,8596,2610,5580,50,360,2011
5534302,Offenses against family and children,116723,76480,36920,2440,880,2011
507141,Driving under the influence,1215077,1032850,145020,18050,19170,2011
6662177,Liquor laws,500648,411630,66140,16590,6290,2011
4552191,Drunkenness,534218,436830,83080,10430,3870,2011
4373438,Disorderly conduct,582158,367350,198550,11420,4830,2011
6997854,Vagrancy,29203,16730,11720,560,190,2011
4213747,All other offenses,3532195,2354990,1073390,57030,46790,2011
54697,Curfew and loitering law violations,76942,47150,27580,1060,1160,2011
6307995,Murder and nonnegligent manslaughter,14062,6950,6780,160,160,2005
343687,Forcible rape,25528,16620,8330,310,270,2005
4228910,Robbery,114616,47970,64870,720,1060,2005
45593,Aggravated assault,449297,285050,153330,5980,4930,2005
575711,Burglary,298835,208770,84250,3140,2670,2005
6259126,Larceny-theft,1146696,795650,319460,15350,16230,2005
2234459,Motor vehicle theft,147459,92090,51730,1520,2130,2005
3019176,Arson,16337,12590,3400,170,190,2005
3278977,Other assaults,1301392,854430,413090,18760,15120,2005
1369907,Forgery and counterfeiting,118455,84020,32380,680,1380,2005
7462948,Fraud,321521,220840,96870,1820,2000,2005
867489,Embezzlement,18970,12770,5820,130,250,2005
9166071,Stolen property (buying or receiving or possessing),133856,86040,45500,1070,1250,2005
7085757,Vandalism,279562,210160,62220,4260,2920,2005
5562228,Weapons (carrying or possessing or etc.),193469,114920,75320,1420,1820,2005
6702797,Prostitution and commercialized vice,84891,46820,35420,830,1810,2005
403977,Sex offenses (except forcible rape and prostitution),91625,67870,21800,990,960,2005
6051633,Drug abuse violations,1846351,1202920,617740,12300,13390,2005
3050166,Gambling,11180,2950,7870,30,320,2005
3524112,Offenses against family and children,129128,87970,37940,2430,790,2005
4743014,Driving under the influence,1371919,1214290,123050,19420,15160,2005
7730541,Liquor laws,597838,511260,64330,16060,6180,2005
7364906,Drunkenness,556167,466490,73940,12700,3040,2005
5051317,Disorderly conduct,678231,432540,229930,10660,5100,2005
326962,Vagrancy,33227,18450,14010,560,210,2005
4290063,All other offenses,3863785,2606250,1157240,53830,46460,2005
6370858,Curfew and loitering law violations,140835,87290,50650,1220,1680,2005
6075817,Runaways,108954,,,,,2005
2068458,Murder and nonnegligent manslaughter,13435,6360,6780,150,150,2006
7896464,Forcible rape,24535,16050,7910,290,280,2006
9002866,Robbery,125605,52990,70630,830,1160,2006
6014566,Aggravated assault,447948,284340,152690,5840,5080,2006
4987900,Burglary,304801,211640,87390,3000,2780,2006
5764301,Larceny-theft,1081157,745320,307860,13520,14460,2006
4365719,Motor vehicle theft,137757,86890,47370,1410,2090,2006
6004667,Arson,16582,12670,3510,170,230,2006
3205125,Other assaults,1305757,860530,411290,18900,15040,2006
9866165,Forgery and counterfeiting,108823,76570,30320,600,1340,2006
53502,Fraud,280693,193720,83520,1650,1810,2006
6838667,Embezzlement,20012,13170,6420,110,310,2006
9376662,Stolen property (buying or receiving or possessing),122722,79730,40920,920,1160,2006
4076269,Vandalism,300679,227870,65200,4370,3240,2006
1713003,Weapons (carrying or possessing or etc.),200782,116400,80900,1570,1930,2006
2316043,Prostitution and commercialized vice,79673,45350,31440,750,2150,2006
8287345,Sex offenses (except forcible rape and prostitution),87252,64080,21240,890,1040,2006
2703303,Drug abuse violations,1889810,1208360,656230,11770,13450,2006
4947669,Gambling,12307,3360,8530,20,400,2006
174284,Offenses against family and children,131491,88300,39980,2410,810,2006
33619,Driving under the influence,1460498,1291800,132840,19140,16730,2006
862038,Liquor laws,645734,552690,67980,17420,7660,2006
7543389,Drunkenness,553188,466270,73200,10610,3110,2006
663316,Disorderly conduct,703504,446620,240770,10640,5470,2006
2776854,Vagrancy,36471,20690,15150,450,180,2006
8939883,All other offenses,4022068,2725590,1194120,53720,48630,2006
4694615,Curfew and loitering law violations,152907,93730,56270,1180,1720,2006
1039988,Runaways,114179,,,,,2006
2398526,Murder and nonnegligent manslaughter,13480,6430,6770,130,150,2007
533663,Forcible rape,23307,15040,7670,290,310,2007
2419127,Robbery,126715,52910,71850,780,1170,2007
2784649,Aggravated assault,433945,278130,145160,5780,4880,2007
6555132,Burglary,303853,208760,89420,2950,2730,2007
5663605,Larceny-theft,1172762,800830,340460,15270,16200,2007
4671992,Motor vehicle theft,118231,73130,42040,1360,1700,2007
7179775,Arson,15242,11440,3470,160,180,2007
3609208,Other assaults,1305693,857680,414650,18360,15010,2007
8815569,Forgery and counterfeiting,103448,71950,29720,540,1240,2007
7804044,Fraud,252873,175030,74260,1770,1820,2007
4041008,Embezzlement,22381,14310,7580,130,360,2007
2703853,Stolen property (buying or receiving or possessing),122061,77040,42900,980,1140,2007
4419304,Vandalism,291575,220290,63600,4360,3330,2007
1957480,Weapons (carrying or possessing or etc.),188891,109570,76000,1420,1900,2007
7853817,Prostitution and commercialized vice,77607,44880,29990,710,2030,2007
9851664,Sex offenses (except forcible rape and prostitution),83979,61580,20510,820,1070,2007
739551,Drug abuse violations,1841182,1179810,636340,11870,13160,2007
2750932,Gambling,12161,3130,8750,30,260,2007
5344422,Offenses against family and children,122812,83640,36150,2270,750,2007
6325012,Driving under the influence,1427494,1259910,131320,19050,17220,2007
6838536,Liquor laws,633654,543360,64770,18440,7080,2007
8178609,Drunkenness,589402,493790,80740,11610,3260,2007
8601502,Disorderly conduct,709105,453540,239440,10880,5250,2007
9863104,Vagrancy,33666,20310,12560,640,150,2007
6262469,All other offenses,3931965,2649790,1179060,52950,50170,2007
5032935,Curfew and loitering law violations,143002,91700,48260,1260,1780,2007
8265567,Runaways,108879,,,,,2007
6252278,Murder and nonnegligent manslaughter,12955,6250,6440,130,130,2008
5411378,Forcible rape,22584,14900,7130,260,300,2008
6357317,Robbery,129403,53900,73450,870,1190,2008
2015830,Aggravated assault,429969,273630,145500,5830,5020,2008
8689517,Burglary,308479,207190,95710,2730,2850,2008
4170666,Larceny-theft,1266706,864600,368780,16010,17320,2008
6445446,Motor vehicle theft,98035,58900,36850,1030,1250,2008
4609732,Arson,14125,10780,3000,170,180,2008
5005157,Other assaults,1298342,851840,413030,18270,15210,2008
1314499,Forgery and counterfeiting,90127,61560,27150,420,1000,2008
2725847,Fraud,234199,158520,72030,1790,1870,2008
7068220,Embezzlement,21402,13830,7100,120,350,2008
8299312,Stolen property (buying or receiving or possessing),111319,68940,40610,860,910,2008
7435210,Vandalism,285012,215580,61850,4320,3270,2008
4505106,Weapons (carrying or possessing or etc.),179661,102150,74510,1320,1680,2008
4250237,Prostitution and commercialized vice,75004,41830,30600,620,1950,2008
4837507,Sex offenses (except forcible rape and prostitution),79914,58990,18990,840,1090,2008
3709577,Drug abuse violations,1702537,1093970,585120,10970,12480,2008
6990492,Gambling,9811,2280,7180,30,330,2008
2022793,Offenses against family and children,118419,79120,36280,2230,790,2008
4154598,Driving under the influence,1483396,1296560,147630,20010,19190,2008
5681990,Liquor laws,625939,530290,70980,17500,7160,2008
5272463,Drunkenness,611069,506460,89890,11380,3350,2008
7508354,Disorderly conduct,685985,437380,232030,10980,5590,2008
231977,Vagrancy,33852,20220,12820,620,180,2008
7426099,All other offenses,3835083,2566910,1166040,51900,50240,2008
7019795,Curfew and loitering law violations,133063,84720,45570,1040,1730,2008
8479202,Runaways,109225,,,,,2008
9341679,Murder and nonnegligent manslaughter,12418,6110,6060,130,120,2009
2940755,Forcible rape,21407,14130,6740,220,310,2009
4524848,Robbery,126725,54230,70310,910,1280,2009
868796,Aggravated assault,421215,268730,141380,6050,5070,2009
9691935,Burglary,299351,200100,93880,2560,2810,2009
8442640,Larceny-theft,1334933,911290,385860,18310,19480,2009
6433750,Motor vehicle theft,81797,50210,29390,1060,1140,2009
6583054,Arson,12204,9160,2750,150,150,2009
362297,Other assaults,1319458,864890,419770,19200,15600,2009
1337136,Forgery and counterfeiting,85844,57400,27040,430,970,2009
7006035,Fraud,210255,141270,65390,1650,1950,2009
7319858,Embezzlement,17920,11850,5650,100,330,2009
2182435,Stolen property (buying or receiving or possessing),105303,66270,37240,840,950,2009
9080657,Vandalism,270439,201640,61520,4250,3030,2009
6070557,Weapons (carrying or possessing or etc.),166334,95750,67810,1220,1550,2009
3943011,Prostitution and commercialized vice,71355,39900,29130,540,1780,2009
1187226,Sex offenses (except forcible rape and prostitution),77326,56910,18360,920,1130,2009
3891730,Drug abuse violations,1663582,1086000,554110,11040,12440,2009
5979239,Gambling,10360,2990,7030,30,310,2009
5107225,Offenses against family and children,114564,77210,34400,2130,820,2009
6071810,Driving under the influence,1440409,1245500,157000,19100,18810,2009
7324872,Liquor laws,570333,479790,64340,18600,7600,2009
2807511,Drunkenness,594300,491640,88450,10680,3530,2009
3293608,Disorderly conduct,655322,416620,222070,11190,5440,2009
4673739,Vagrancy,33388,18470,14010,670,250,2009
2090298,All other offenses,3764672,2506310,1154160,55400,48800,2009
7810034,Curfew and loitering law violations,112593,68510,41600,1100,1390,2009
1190567,Runaways,93434,,,,,2009
925422,Murder and nonnegligent manslaughter,11201,5540,5430,120,110,2010
7184305,Forcible rape,20088,13210,6310,290,280,2010
1712579,Robbery,112300,48320,62020,790,1190,2010
6442858,Aggravated assault,408488,260770,136400,6100,5220,2010
2948541,Burglary,289769,195780,88740,2500,2750,2010
6389148,Larceny-theft,1271410,875620,359080,18130,18570,2010
8805725,Motor vehicle theft,71487,45340,24200,890,1060,2010
8191942,Arson,11296,8520,2520,130,130,2010
5003155,Other assaults,1292449,850800,406490,19260,15910,2010
9508018,Forgery and counterfeiting,78101,51860,24890,440,900,2010
3224,Fraud,187887,123420,61190,1560,1730,2010
4543724,Embezzlement,16616,11020,5160,110,330,2010
857712,Stolen property (buying or receiving or possessing),94802,61860,31250,760,940,2010
319754,Vandalism,252753,186570,59190,4210,2790,2010
4037769,Weapons (carrying or possessing or etc.),159020,92630,63710,1100,1590,2010
6125076,Prostitution and commercialized vice,62668,33990,26590,430,1650,2010
3812207,Sex offenses (except forcible rape and prostitution),72628,53490,17130,950,1050,2010
5169633,Drug abuse violations,1638846,1093910,519830,11240,13870,2010
3789042,Gambling,9941,2860,6650,40,390,2010
7228493,Offenses against family and children,111062,74270,34030,2000,760,2010
9085237,Driving under the influence,1412223,1209990,162160,18310,21760,2010
1356693,Liquor laws,512790,424990,62930,17790,7080,2010
373777,Drunkenness,560718,461340,84920,10820,3650,2010
2694604,Disorderly conduct,615172,390410,208760,10830,5180,2010
7566735,Vagrancy,32033,17900,13190,720,210,2010
5034691,All other offenses,3720402,2470680,1146150,55580,48000,2010
1074784,Curfew and loitering law violations,94797,56190,36300,1010,1300,2010
5645133,Murder and nonnegligent manslaughter,13467,6680,6490,140,160,2004
6041660,Forcible rape,26066,16880,8560,330,300,2004
4212938,Robbery,108992,48350,58960,670,1020,2004
8445679,Aggravated assault,438033,281370,146270,5490,4910,2004
8454317,Burglary,294645,207820,80970,3020,2840,2004
7905935,Larceny-theft,1185619,818000,335190,14950,17470,2004
3624901,Motor vehicle theft,148429,93310,51310,1560,2250,2004
7000304,Arson,15504,11910,3230,170,190,2004
6934687,Other assaults,1284858,844300,408280,16920,15360,2004
124470,Forgery and counterfeiting,119518,83330,34080,740,1370,2004
4726584,Fraud,282938,198890,80580,1640,1820,2004
780608,Embezzlement,17332,11860,5080,90,310,2004
5613465,Stolen property (buying or receiving or possessing),128529,80260,46070,980,1220,2004
6722093,Vandalism,272522,207080,58670,3920,2860,2004
5893363,Weapons (carrying or possessing or etc.),175776,109260,63410,1360,1750,2004
9794016,Prostitution and commercialized vice,87872,49990,35440,710,1730,2004
188774,Sex offenses (except forcible rape and prostitution),90913,67000,21960,840,1120,2004
6451727,Drug abuse violations,1746570,1141850,581460,10990,12260,2004
5003075,Gambling,10755,3070,7290,60,330,2004
5821069,Offenses against family and children,124936,84790,37500,1950,710,2004
1780215,Driving under the influence,1433382,1266010,131440,20440,15490,2004
2450197,Liquor laws,612528,524930,65130,15820,6650,2004
9024808,Drunkenness,552671,463590,74520,11780,2780,2004
8416414,Disorderly conduct,657637,430140,212520,9770,5210,2004
6426256,Vagrancy,36404,22050,13470,640,240,2004
4670530,All other offenses,3815435,2571650,1142020,52620,49140,2004
2976977,Curfew and loitering law violations,137398,90420,44190,930,1850,2004
60946,Runaways,119342,,,,,2004
2431293,Murder and nonnegligent manslaughter,14790,6820,7600,180,190,1999
1670650,Forcible rape,28830,17820,10340,350,330,1999
3674923,Robbery,108850,45670,61180,660,1340,1999
5370214,Aggravated assault,483530,302530,169360,5440,6210,1999
7628117,Burglary,296100,203150,86390,3030,3530,1999
6941878,Larceny-theft,1189400,785680,368050,16020,19650,1999
2057377,Motor vehicle theft,142200,79870,58330,1620,2370,1999
3023925,Arson,16800,12700,3790,180,140,1999
8396886,Other assaults,1294400,846490,416510,17820,13580,1999
6376660,Forgery and counterfeiting,106900,70220,34620,620,1450,1999
1562834,Fraud,363800,230830,128430,1550,2990,1999
653689,Embezzlement,17100,10860,5930,80,230,1999
2369658,Stolen property (buying or receiving or possessing),121900,69520,49940,1060,1390,1999
7703476,Vandalism,278200,209830,61130,4190,3050,1999
9020953,Weapons (carrying or possessing or etc.),172400,103900,65240,1340,1920,1999
2310878,Prostitution and commercialized vice,92100,54360,35150,640,1960,1999
7149865,Sex offenses (except forcible rape and prostitution),92400,69730,20410,1150,1110,1999
9757865,Drug abuse violations,1532200,966780,546750,8820,9850,1999
8830792,Gambling,10400,4570,5480,10,340,1999
5333754,Offenses against family and children,151200,101410,45970,1650,2180,1999
8089025,Driving under the influence,1511300,1319620,153340,22800,15540,1999
9312069,Liquor laws,657900,526570,110820,15820,4690,1999
816799,Drunkenness,656100,542790,93660,16840,2810,1999
8442787,Disorderly conduct,633100,415150,204770,9110,4070,1999
9188399,Vagrancy,30000,15790,13330,690,190,1999
5851755,All other offenses,3728100,2399770,1242290,47030,39010,1999
7085138,Curfew and loitering law violations,167200,122950,40120,2040,2090,1999
5715355,Runaways,148300,,,,,1999
2531153,Murder and nonnegligent manslaughter,17450,8130,8920,210,200,1998
166845,Forcible rape,31070,18850,11450,360,410,1998
3447047,Robbery,120870,51000,67650,750,1480,1998
1725753,Aggravated assault,506630,312950,181920,5430,6330,1998
3301003,Burglary,330700,228480,94670,3570,3980,1998
914455,Larceny-theft,1307100,857580,410770,16710,22050,1998
6532604,Motor vehicle theft,150700,90170,56340,1760,2440,1998
1583754,Arson,17200,12860,3960,170,200,1998
9406202,Other assaults,1338800,871120,436040,17260,14390,1998
4415489,Forgery and counterfeiting,114600,75920,36360,740,1580,1998
8587362,Fraud,394600,257180,131850,1870,3700,1998
5864677,Embezzlement,17100,10920,5860,110,220,1998
7003110,Stolen property (buying or receiving or possessing),137900,81180,54040,1200,1480,1998
6862434,Vandalism,300200,223540,69700,3880,3090,1998
8126016,Weapons (carrying or possessing or etc.),190600,114390,72890,1310,2010,1998
4496234,Prostitution and commercialized vice,94000,57000,34630,590,1780,1998
5801515,Sex offenses (except forcible rape and prostitution),93600,69870,21400,1090,1240,1998
4844430,Drug abuse violations,1559100,965560,575330,8300,9920,1998
6111361,Gambling,12800,5450,6810,30,500,1998
5552145,Offenses against family and children,146400,100010,42940,1340,2120,1998
934195,Driving under the influence,1402800,1220020,145460,20370,16960,1998
9636689,Liquor laws,630400,500570,110060,13550,6220,1998
4133452,Drunkenness,710300,586910,103110,17560,2720,1998
4599813,Disorderly conduct,696100,450480,231520,8590,5510,1998
1386190,Vagrancy,30400,16330,13030,720,330,1998
3054864,All other offenses,3824100,2444010,1291000,43400,45690,1998
3183034,Curfew and loitering law violations,187800,136720,46810,2070,2200,1998
7759103,Runaways,165100,,,,,1998
8504554,Murder and nonnegligent manslaughter,18290,7920,9990,150,230,1997
7840990,Forcible rape,32060,18760,12580,370,350,1997
9044931,Robbery,132450,53180,76760,780,1730,1997
6951520,Aggravated assault,534920,327720,194670,5880,6650,1997
1947318,Burglary,356000,244730,102750,4070,4460,1997
3526104,Larceny-theft,1472600,957610,470290,19080,25630,1997
3081218,Motor vehicle theft,167000,97990,63770,2160,3080,1997
8953881,Arson,20000,15040,4560,170,230,1997
4580759,Other assaults,1395800,887570,474020,19030,15190,1997
9505726,Forgery and counterfeiting,120100,78830,38790,770,1710,1997
5230686,Fraud,414600,273160,135990,2160,3280,1997
817798,Embezzlement,17400,11150,5900,90,270,1997
2296935,Stolen property (buying or receiving or possessing),155300,90660,61440,1340,1850,1997
667816,Vandalism,318400,235830,74800,4300,3470,1997
9420180,Weapons (carrying or possessing or etc.),218900,129890,84910,1700,2400,1997
2976111,Prostitution and commercialized vice,101600,58640,40630,620,1700,1997
9498892,Sex offenses (except forcible rape and prostitution),101900,75500,23840,1250,1310,1997
7328929,Drug abuse violations,1583600,988840,575270,8710,10780,1997
265090,Gambling,15900,7090,8240,70,500,1997
7929596,Offenses against family and children,155800,105180,46620,1550,2450,1997
6088783,Driving under the influence,1477300,1293250,146970,23230,13850,1997
462718,Liquor laws,636400,504220,111530,15960,4700,1997
3930397,Drunkenness,734800,595870,117950,17950,3030,1997
6792133,Disorderly conduct,811100,517840,276200,11480,5590,1997
7194581,Vagrancy,28800,15010,13160,540,90,1997
5246031,All other offenses,3884600,2488140,1305280,46690,44490,1997
5330289,Curfew and loitering law violations,182700,128620,48800,2590,2690,1997
8169705,Runaways,196100,,,,,1997
2583907,Murder and nonnegligent manslaughter,19020,8460,10060,220,280,1996
801289,Forcible rape,33050,19050,13250,370,380,1996
8463564,Robbery,156270,63030,90140,860,2250,1996
3858412,Aggravated assault,521570,316690,192850,5640,6390,1996
8738935,Burglary,364800,252490,103660,4190,4460,1996
1679918,Larceny-theft,1486300,975700,465850,19230,25520,1996
6613607,Motor vehicle theft,175400,101560,68210,2220,3400,1996
3668921,Arson,19000,14310,4330,190,180,1996
2904179,Other assaults,1329000,846130,449910,18300,14670,1996
7110059,Forgery and counterfeiting,121600,79140,39600,920,1950,1996
4385919,Fraud,465000,302690,156750,2220,3340,1996
7319571,Embezzlement,15700,10110,5280,80,230,1996
5069413,Stolen property (buying or receiving or possessing),151100,89370,58650,1220,1850,1996
7322849,Vandalism,320900,239430,73300,4480,3700,1996
4112800,Weapons (carrying or possessing or etc.),216200,128570,83480,1640,2510,1996
4787573,Prostitution and commercialized vice,99000,58670,37570,630,2140,1996
812791,Sex offenses (except forcible rape and prostitution),95800,72050,21470,1100,1180,1996
2375042,Drug abuse violations,1506200,933390,555580,7870,9360,1996
5023926,Gambling,21000,9620,10520,80,770,1996
7767564,Offenses against family and children,149800,100250,45620,1800,2140,1996
